Game,Platform,Genre,Publisher,Year,Global_Sales_M,Critic_Score,User_Score,ESRB_Rating,Dev_Team_Size,Budget_MUSD,Region,Franchise,Metascore_Bucket
Discovery Odyssey,XSX,Adventure,Neon Systems,2020,0.13,76,7.5,E,29,28.3,Other,False,Mid
Final Epic,SNES,Sports,Thunder Entertainment,1998,0.07,83,8.3,E10+,16,11.7,JP,False,High
Finish Legends 3,Switch,Racing,Cosmic Labs,2017,0.12,74,7.5,E,18,7.2,Other,False,Mid
Park Quest,PS3,Simulation,Thunder Games,2007,0.04,67,6.4,M,15,9.2,NA,False,Mid
Snake Tournament,XSX,Fighting,Lightning Games,2020,0.16,53,4.7,T,42,48.3,JP,True,Low
Bullet Quest,XOne,Shooter,Purple Labs,2019,0.15,87,8.8,T,61,71.2,EU,False,High
Boost Tales,X360,Platform,Future Interactive,2016,0.44,64,6.6,E10+,12,8.4,JP,True,Low
Conflict Epic,PS5,Strategy,Green Systems,2020,0.1,59,6.0,T,37,20.0,JP,True,Low
Owl Portal 4,NES,Role-Playing,Neon Designs,1994,3.09,61,5.7,T,33,9.8,EU,False,Low
Conquest Epic 5,XSX,Strategy,Cyber Entertainment,2020,0.08,55,5.0,T,34,29.6,EU,True,Low
Robot Command,PS5,Strategy,Neon Works,2020,0.16,67,7.2,E,20,12.4,Other,False,Mid
Fight Quest,PS3,Fighting,Cosmic Productions,2007,0.14,78,8.0,T,12,9.2,JP,False,Mid
Gun Chronicles,WiiU,Shooter,Silver Labs,2012,0.94,49,3.5,E,25,17.1,JP,False,Low
Prince War,Wii,Strategy,Purple Labs,2013,0.15,62,5.8,M,21,6.8,Other,False,Low
Resort Stories,PC,Simulation,Thunder Games,2015,0.46,78,8.2,E,43,22.4,Other,False,Mid
Hawk Solve,XSX,Puzzle,Lightning Games,2020,0.02,67,6.2,T,24,21.3,Other,False,Mid
Pixel Saga 3,WiiU,Indie,Blue Designs,2012,0.04,72,7.8,E,5,3.3,EU,False,Mid
Scorpion Championship: Revelation,X360,Fighting,Thunder Games,2014,0.08,78,7.2,M,18,10.3,NA,False,Mid
Season Odyssey: Revelation,PS4,Sports,Thunder Studios,2013,0.15,68,5.9,M,43,30.5,Other,False,Mid
Pure Chronicles,PS1,Indie,Future Interactive,2005,0.04,72,6.6,E10+,7,2.1,EU,False,Mid
Solve Legends,X360,Puzzle,Legendary Entertainment,2013,0.19,76,8.3,M,4,1.8,JP,False,Mid
Strategy Saga,PS1,Strategy,Future Interactive,2005,0.06,70,6.9,E,17,5.6,JP,False,Mid
Empire Legends 3,PC,Role-Playing,Cyber Entertainment,2008,0.67,70,6.2,E,65,37.7,EU,False,Mid
Clash Adventure,X360,Fighting,Neon Works,2015,0.49,62,6.4,E10+,10,7.9,EU,False,Low
Siege Chronicles,PS5,Strategy,Golden Entertainment,2020,0.59,71,6.5,M,40,39.9,EU,True,Mid
Wolf Sim,PS5,Simulation,Thunder Entertainment,2020,0.12,69,7.7,M,19,11.5,NA,True,Mid
Knight Battle,WiiU,Action,Legendary Entertainment,2017,0.55,64,6.3,E,10,6.7,NA,True,Low
City Legends,PS4,Simulation,Red Entertainment,2019,0.08,72,7.7,E,22,17.7,EU,False,Mid
Blast Epic,Switch,Shooter,Crystal Designs,2017,1.69,94,8.9,E,29,18.1,EU,True,Top
Tournament Journey,PS3,Fighting,Neon Interactive,2006,0.1,73,6.9,M,13,5.2,NA,False,Mid
Finish Legends,PS2,Racing,Blue Designs,2006,0.13,66,6.5,M,15,3.2,NA,False,Mid
Restaurant Saga,PS5,Simulation,Digital Productions,2020,1.27,74,7.4,E,36,21.5,NA,True,Mid
Lord Legends,PS5,Adventure,Neon Designs,2020,0.59,69,6.5,M,50,48.2,NA,True,Mid
Warrior Warrior 5,Wii,Action,Stellar Systems,2007,0.72,65,7.1,T,20,6.7,NA,False,Mid
Combat Tales,PS5,Action,Cosmic Labs,2020,1.16,68,6.5,T,48,75.1,JP,False,Mid
Wolf Odyssey 4,PS5,Adventure,Thunder Studios,2020,0.41,59,5.9,M,35,13.6,JP,False,Low
Resort Legends: Revolution,N64,Simulation,Storm Games,2002,0.54,79,7.5,E,23,13.1,Other,False,Mid
Challenge Epic,PS4,Puzzle,Green Labs,2013,0.78,74,7.4,E10+,21,13.0,JP,False,Mid
Mind Tales,PC,Puzzle,Storm Games,2005,0.33,67,5.9,E10+,25,15.5,NA,False,Mid
Crow Speed,Switch,Platform,Blue Games,2017,0.03,72,7.2,T,12,7.2,JP,False,Mid
Super Track 5,PS2,Racing,Purple Designs,2000,0.56,81,7.9,M,20,5.0,NA,False,High
Dimension Legends,PS5,Role-Playing,Crystal Designs,2020,0.2,66,6.4,E10+,37,14.8,NA,False,Mid
Strategy Odyssey,PS1,Strategy,Storm Games,2005,0.07,96,9.0,T,7,3.0,NA,True,Top
Portal Journey,PS2,Role-Playing,Silver Works,2000,0.21,73,7.0,M,25,7.9,EU,False,Mid
Dimension Chronicles,NES,Role-Playing,Neon Systems,1994,1.39,91,8.9,E,15,10.1,Other,False,Top
Expedition Legends,XOne,Adventure,Stellar Systems,2013,0.64,88,9.1,E,30,24.2,NA,False,High
Zoo Adventure: Revelation,Wii,Simulation,Neon Interactive,2007,0.33,98,9.6,T,9,3.9,JP,False,Top
Trigger Odyssey,WiiU,Shooter,Legendary Entertainment,2017,0.32,70,7.5,E,31,11.5,EU,False,Mid
Speed Chronicles,Wii,Platform,Green Labs,2013,0.01,81,8.6,M,21,8.3,Other,False,High
Storm Odyssey,PC,Action,Stellar Systems,2012,0.31,82,7.8,M,31,21.7,Other,False,High
Variety Journey,GC,Party,Red Entertainment,2007,0.08,77,7.3,M,22,13.8,EU,False,Mid
Bear Game,N64,Sports,Neon Works,2002,0.29,82,8.4,T,11,9.2,EU,False,High
Spring Adventure: Rising,Wii,Platform,Mystic Labs,2013,0.24,80,7.7,E,16,7.4,Other,False,High
Prince Explorer,PC,Adventure,Purple Labs,2011,0.44,74,7.8,E10+,36,16.1,NA,False,Mid
Tournament Journey,PC,Fighting,Thunder Interactive,2009,0.51,97,9.2,M,26,6.9,Other,False,Top
Speed Odyssey,XSX,Racing,Cosmic Labs,2020,0.68,79,8.4,RP,33,16.2,NA,True,Mid
Rage Chronicles,PS3,Action,Cosmic Productions,2017,0.87,51,4.4,M,11,6.6,Other,False,Low
Dash Tales,Switch,Platform,Purple Studios,2017,0.28,72,6.7,E,13,8.0,JP,False,Mid
Rage Adventure,WiiU,Action,Thunder Interactive,2012,0.2,98,9.8,M,44,15.3,EU,False,Top
Discovery Odyssey 2,PS1,Adventure,Crystal Games,2005,0.06,46,4.2,RP,11,5.3,NA,False,Low
Spider Circuit,Wii,Racing,Neon Designs,2013,0.97,79,7.9,T,10,3.3,EU,False,Mid
Hero Champion,N64,Sports,Stellar Systems,2002,0.05,67,7.9,E10+,17,6.4,NA,False,Mid
Champion Stories,PS1,Sports,Cyber Studios,2005,0.02,68,6.4,E,10,4.0,JP,False,Mid
Bat Farm,NES,Simulation,Cosmic Studios,1994,0.69,67,6.8,M,10,2.4,Other,True,Mid
Wizard Bridge,XSX,Role-Playing,Digital Productions,2020,0.79,62,6.1,T,45,22.3,Other,False,Low
Nitro Adventure,PS4,Racing,Cosmic Games,2013,0.32,64,6.0,E10+,41,31.0,Other,False,Low
Storm Epic,PC,Action,Lightning Systems,2008,0.29,59,5.3,T,53,60.3,NA,False,Low
Racing Saga,PS1,Racing,Silver Labs,2005,0.19,77,8.0,E10+,19,6.2,JP,False,Mid
Battle Journey 5,PS5,Strategy,Neon Interactive,2020,0.13,87,9.3,M,19,17.3,JP,False,High
Pro Combat,XOne,Action,Silver Creations,2013,1.35,61,6.5,M,44,38.1,NA,False,Low
Weapon Saga 3,Switch,Shooter,Stellar Systems,2017,1.14,63,6.6,E10+,27,7.9,NA,False,Low
Retro Quest 3,XSX,Indie,Cyber Studios,2020,0.31,72,6.8,E10+,30,32.6,JP,False,Mid
Blast Tales,SNES,Shooter,Cosmic Studios,1998,0.59,81,7.8,E,34,18.1,NA,False,High
Bear Logic 3,WiiU,Puzzle,Cosmic Entertainment,2017,0.54,82,8.1,E10+,4,1.8,Other,False,High
Vintage Chronicles,PS4,Indie,Stellar Systems,2013,0.3,66,6.5,T,19,12.9,JP,False,Mid
Portal Epic,PS5,Role-Playing,Crystal Systems,2020,0.21,90,8.6,E,53,25.2,NA,False,Top
Dragon Sim,PC,Simulation,Crystal Entertainment,2006,0.48,66,7.3,E,35,18.6,Other,False,Mid
Life Legends: Revenge,N64,Simulation,Thunder Interactive,2002,0.03,52,5.1,RP,9,4.2,Other,True,Low
Pirate Restaurant 3,WiiU,Simulation,Thunder Interactive,2012,0.58,60,5.5,T,22,4.8,EU,True,Low
Enigma Quest 5,PS3,Puzzle,Silver Works,2012,0.03,54,5.3,E,6,1.1,EU,False,Low
Dog War: Return,NES,Strategy,Silver Creations,1994,0.59,77,7.4,T,16,11.3,Other,False,Mid
Bullet Epic,N64,Shooter,Silver Labs,2002,0.31,85,8.2,M,37,34.9,JP,True,High
Clash Stories,N64,Fighting,Purple Works,2002,0.12,67,6.7,E10+,14,7.9,EU,False,Mid
Conflict Tales,PS5,Strategy,Storm Interactive,2020,0.02,83,8.7,T,33,27.4,JP,True,High
King Ring,WiiU,Fighting,Thunder Entertainment,2013,0.2,90,9.3,M,23,6.3,Other,False,Top
Monster Storm,PS5,Action,Blue Games,2020,0.38,68,7.1,E10+,69,124.2,NA,False,Mid
Victory Odyssey,NES,Sports,Stellar Systems,1994,0.27,72,6.5,E10+,15,5.2,EU,True,Mid
Hero Party,PS1,Party,Stellar Systems,2005,0.12,67,6.3,T,18,7.1,JP,True,Mid
Lion Empire,PC,Role-Playing,Crystal Designs,2016,0.97,78,8.0,E,64,27.7,EU,False,Mid
Odyssey Tales,PS5,Adventure,Crystal Designs,2020,0.92,76,7.8,E10+,40,19.3,JP,False,Mid
Legends Adventure,XSX,Adventure,Storm Games,2020,0.22,79,8.5,T,43,19.9,NA,True,Mid
Journey Epic,PS4,Adventure,Cosmic Productions,2013,0.83,98,9.8,T,32,17.7,EU,True,Top
School Epic,N64,Indie,Thunder Studios,2002,0.19,91,8.8,M,4,1.7,EU,False,Top
Prince Bullet: Redemption,PS2,Shooter,Crystal Games,2000,0.14,66,6.3,E,29,10.4,Other,False,Mid
Hamster Trophy,PS5,Sports,Neon Interactive,2020,4.71,70,7.8,T,30,16.8,EU,False,Mid
Collection Legends,Switch,Party,Legendary Entertainment,2017,0.15,84,8.1,RP,10,5.3,JP,False,High
Collection Epic,GC,Party,Cosmic Productions,2007,0.56,81,8.1,T,10,1.8,JP,False,High
Combat Odyssey: Awakening,Switch,Action,Mystic Labs,2017,0.43,60,5.5,T,34,8.5,EU,False,Low
Track Saga,PS3,Racing,Legendary Entertainment,2017,0.2,80,8.1,E,6,3.1,NA,False,High
Hotel Adventure,PS4,Simulation,Lightning Games,2013,0.29,74,7.5,E10+,33,13.9,EU,True,Mid
Zoo Saga 3,PS1,Simulation,Cyber Studios,2001,0.55,61,5.2,E,17,8.1,JP,True,Low
Warrior Mind 5,PC,Puzzle,Cosmic Studios,2016,0.24,71,7.1,M,32,14.7,NA,True,Mid
Pure Journey,PS5,Indie,Digital Productions,2020,0.03,95,9.8,T,13,7.8,NA,True,Top
Lord Fun 2,PS4,Party,Lightning Systems,2013,0.12,79,8.3,E,34,22.8,NA,True,Mid
Resort Journey,PC,Simulation,Thunder Studios,2014,0.04,84,8.4,T,40,5.4,NA,False,High
Monster Lap,PS4,Racing,Blue Games,2016,0.18,62,6.2,E,44,27.2,Other,True,Low
Logic Quest,Switch,Puzzle,Crystal Designs,2017,0.57,74,7.6,E10+,3,0.8,EU,False,Mid
Bullet Quest: Revelation,PS5,Shooter,Purple Designs,2020,0.2,73,7.2,M,56,48.9,JP,True,Mid
Knight Racing: Rising,WiiU,Racing,Purple Designs,2017,0.03,78,6.8,E,12,4.9,JP,False,Mid
Knight Cup,X360,Sports,Digital Productions,2012,0.08,66,7.7,T,19,8.5,NA,True,Mid
Aim Adventure,Switch,Shooter,Epic Systems,2017,0.61,69,7.2,M,16,10.9,JP,False,Mid
Logic Epic,PC,Puzzle,Digital Productions,1987,0.15,89,9.6,T,14,8.3,Other,False,High
Tiger Farm,N64,Simulation,Golden Entertainment,2002,0.33,81,8.2,M,17,15.1,JP,False,High
Storm Adventure 5,PS5,Action,Green Systems,2020,1.01,64,5.7,T,48,62.6,JP,False,Low
Drive Stories 2,Switch,Racing,Crystal Systems,2017,0.23,70,6.5,E,18,4.4,EU,True,Mid
Scope Tales: Revival,XSX,Shooter,Neon Works,2020,0.64,66,7.0,T,34,15.5,NA,True,Mid
Champion Quest,X360,Sports,Thunder Interactive,2016,1.11,95,9.5,M,14,9.5,Other,True,Top
Alien Circuit,X360,Racing,Green Designs,2005,0.05,72,7.9,T,14,6.9,NA,False,Mid
Adventure Chronicles,PC,Adventure,Crystal Systems,2023,0.26,72,7.5,M,17,7.1,NA,True,Mid
Duel Journey,PS2,Fighting,Thunder Games,2012,0.34,64,6.2,T,16,11.1,Other,False,Low
Gate Tales,PS1,Role-Playing,Crystal Entertainment,2005,0.04,60,6.0,T,36,12.6,EU,True,Low
Trophy Stories 3,PC,Sports,Purple Studios,2016,0.63,52,5.2,E,27,12.0,Other,False,Low
Command Stories,PS1,Strategy,Red Entertainment,2005,0.16,76,6.8,E10+,12,5.8,JP,True,Mid
Monster Conflict,X360,Strategy,Cosmic Games,2016,0.05,73,7.3,E10+,14,6.7,JP,True,Mid
Storm Legends,XSX,Action,Storm Games,2020,1.2,65,7.2,E,40,42.5,Other,False,Mid
Battle Saga,PC,Action,Golden Entertainment,2014,0.27,66,7.8,T,39,30.2,JP,True,Mid
Gate Epic,PS1,Role-Playing,Future Interactive,2005,0.14,82,8.3,E10+,29,10.8,Other,True,High
Combat Odyssey: Revolution,PS4,Fighting,Thunder Entertainment,2013,0.69,80,7.8,E,38,35.2,EU,False,High
Vintage Quest: Redemption,GC,Indie,Crystal Entertainment,2007,0.22,98,9.8,T,3,1.8,Other,True,Top
Final Quest: Revival,SNES,Sports,Green Designs,1998,0.23,72,6.8,M,14,7.8,JP,False,Mid
Boost Saga,GC,Platform,Purple Designs,2007,0.02,69,5.8,E,18,8.1,NA,True,Mid
Tiger Tournament,XOne,Sports,Thunder Games,2013,0.21,73,7.0,T,24,16.1,EU,False,Mid
Park Journey,Wii,Simulation,Purple Designs,2006,0.1,61,6.0,M,8,4.7,Other,False,Low
Kingdom Adventure 4,PS4,Role-Playing,Lightning Games,2013,0.39,73,8.4,E10+,40,15.6,JP,False,Mid
Robot Tournament: Revival,N64,Fighting,Crystal Entertainment,2002,0.34,75,7.3,M,11,4.4,Other,False,Mid
Eagle Weapon,NES,Shooter,Crystal Systems,1994,0.89,57,5.5,E,33,20.3,JP,True,Low
Brawl Quest,PS3,Fighting,Cosmic Entertainment,2006,0.05,71,6.7,E10+,14,10.3,NA,False,Mid
Shot Adventure,PC,Shooter,Storm Interactive,1986,2.4,92,9.1,M,47,15.0,Other,False,Top
Strike Odyssey,PC,Action,Crystal Games,2023,0.16,66,7.0,E,61,30.8,NA,False,Mid
Finish Journey,PC,Racing,Blue Games,2013,0.01,78,8.8,M,39,30.2,Other,True,Mid
Pack Epic 3,Wii,Party,Storm Interactive,2006,0.23,67,6.7,M,14,4.5,NA,False,Mid
Solve Quest,WiiU,Puzzle,Stellar Systems,2012,0.18,57,5.2,E10+,6,3.8,Other,False,Low
Bat Lap 5,X360,Racing,Future Interactive,2016,0.18,71,6.9,E,12,3.9,NA,True,Mid
Rage Quest,NES,Action,Storm Games,1994,0.22,56,5.4,E,34,11.0,NA,True,Low
Brawl Chronicles,PS1,Fighting,Legendary Entertainment,2005,0.5,57,4.9,M,17,7.2,NA,True,Low
Dog Restaurant,X360,Simulation,Legendary Entertainment,2014,0.05,86,8.4,E10+,13,8.4,Other,False,High
Quest Journey 4,SNES,Adventure,Cosmic Studios,1998,0.02,59,5.5,M,23,10.2,Other,True,Low
Velocity Saga 5,GC,Racing,Mystic Labs,2007,0.04,67,7.3,E,20,4.6,JP,True,Mid
Champion Adventure,Switch,Sports,Digital Productions,2020,0.36,73,7.2,E10+,15,8.9,JP,True,Mid
Super Path,Switch,Role-Playing,Purple Studios,2017,1.04,59,5.9,E10+,24,17.2,Other,True,Low
Fight Tales,PC,Fighting,Cosmic Studios,2020,0.41,73,7.5,M,46,23.6,NA,False,Mid
Ring Tales,NES,Fighting,Digital Productions,1994,0.71,65,7.4,T,9,4.3,JP,False,Mid
Pirate Champion 5,PC,Sports,Cosmic Labs,2020,0.37,72,6.2,E,36,8.0,NA,False,Mid
Rabbit Fire: Return,Switch,Shooter,Green Systems,2017,0.41,55,5.6,E10+,18,17.1,JP,False,Low
War Odyssey,Switch,Strategy,Silver Creations,2017,0.05,81,8.3,E,25,10.9,NA,False,High
Run Quest,Switch,Platform,Purple Works,2017,0.2,77,7.3,M,7,3.0,NA,False,Mid
Champion Odyssey,PS5,Sports,Stellar Entertainment,2020,1.41,73,8.3,E,22,15.0,EU,True,Mid
Riddle Legends 5,PS5,Puzzle,Digital Productions,2020,0.15,77,7.5,E,46,47.6,NA,True,Mid
Mind Epic,PS4,Puzzle,Neon Designs,2013,0.16,85,9.2,E,38,9.3,EU,True,High
Trigger Epic,PS4,Shooter,Neon Systems,2018,0.51,50,4.9,E,30,31.5,NA,False,Low
Rush Stories,GC,Platform,Neon Works,2007,0.26,68,6.5,T,13,6.5,NA,True,Mid
Lord Fury,GC,Action,Golden Entertainment,2001,0.86,75,7.7,E10+,33,24.7,Other,False,Mid
Mind Chronicles 2,NES,Puzzle,Mystic Labs,1994,0.09,67,7.6,T,4,1.6,EU,False,Mid
Bat Attack,Switch,Strategy,Mystic Labs,2018,0.26,88,9.4,E,12,6.7,NA,False,High
Blast Quest,PC,Shooter,Cosmic Entertainment,2013,0.4,79,8.4,T,58,19.7,JP,True,Mid
Rage Saga: Awakening,WiiU,Action,Crystal Entertainment,2012,0.19,68,7.2,E,27,11.6,Other,False,Mid
Tactics Odyssey,PC,Strategy,Storm Interactive,2013,0.09,61,6.1,E10+,48,19.1,EU,True,Low
Brawl Journey,PS2,Fighting,Crystal Games,2012,0.01,76,6.9,T,14,3.1,EU,False,Mid
Strategy Odyssey 3,GC,Strategy,Storm Interactive,2007,0.23,80,7.5,E10+,24,13.8,NA,False,High
Warrior Saga,XSX,Action,Storm Interactive,2020,0.13,79,8.2,T,14,9.3,JP,False,Mid
Spring Journey,PS4,Platform,Crystal Designs,2013,0.19,78,7.4,T,57,29.2,NA,False,Mid
Warrior Strategy 3,NES,Strategy,Blue Designs,1994,0.13,68,6.6,M,15,8.6,NA,False,Mid
Lion Cup,PC,Sports,Thunder Games,2016,0.96,60,5.5,T,28,16.2,EU,False,Low
Combat Tales,PS3,Action,Blue Games,2006,0.22,83,7.8,T,41,21.0,EU,False,High
Empire Stories,PC,Role-Playing,Crystal Systems,2014,0.81,73,7.6,T,86,58.4,EU,False,Mid
The Collection,NES,Party,Thunder Games,1994,0.09,56,6.3,E,22,7.3,Other,True,Low
Indie Chronicles,Switch,Indie,Purple Labs,2017,0.04,61,6.0,RP,5,2.4,JP,True,Low
Gun Epic,PS5,Shooter,Legendary Entertainment,2020,0.18,79,7.7,M,36,20.8,NA,False,Mid
Owl Boost 2,Switch,Platform,Storm Studios,2017,0.22,74,6.9,T,12,3.1,NA,True,Mid
Match Adventure,PS4,Fighting,Cyber Entertainment,2017,0.01,59,6.1,T,34,33.5,NA,False,Low
Attack Legends,XSX,Strategy,Digital Productions,2020,0.14,70,7.6,T,25,25.3,JP,False,Mid
Legend Conquest,PS1,Strategy,Blue Games,2005,0.12,67,6.3,E,13,4.4,EU,False,Mid
Kingdom Epic,PS5,Role-Playing,Thunder Studios,2020,0.01,64,7.3,E,55,51.0,Other,True,Low
Park Odyssey,Switch,Simulation,Neon Designs,2017,0.92,74,6.7,E,21,6.6,Other,False,Mid
Scorpion Clash,PS3,Fighting,Green Labs,2016,0.04,63,7.1,M,16,12.4,EU,True,Low
Cat Resort 4,PS4,Simulation,Cosmic Studios,2013,1.03,66,7.4,T,25,13.8,Other,False,Mid
Dash Journey,PS2,Platform,Storm Studios,2012,0.31,85,8.2,E,8,3.9,NA,True,High
Indie Quest,PS4,Indie,Cosmic Games,2013,0.01,60,5.6,E,24,15.5,JP,True,Low
Universe Quest 3,GC,Role-Playing,Thunder Games,2007,0.33,72,7.2,T,20,13.2,NA,False,Mid
Indie Saga,PS2,Indie,Digital Productions,2006,0.4,66,6.7,M,5,2.3,Other,True,Mid
Realm Stories 2,N64,Role-Playing,Blue Designs,2002,0.28,67,7.0,E10+,38,21.2,Other,True,Mid
Command Adventure,PC,Strategy,Cosmic Labs,2018,0.21,69,5.7,T,19,16.5,EU,False,Mid
Shark Ring,PC,Fighting,Golden Entertainment,2009,0.04,61,7.0,M,27,13.8,NA,False,Low
Indie Epic 4,XSX,Indie,Thunder Entertainment,2020,0.12,81,8.5,E10+,40,38.6,NA,False,High
Gun Journey 4,PS1,Shooter,Cyber Studios,2005,0.14,74,8.3,E10+,24,16.4,NA,False,Mid
Bat Classic: Awakening,N64,Indie,Legendary Entertainment,2002,0.12,71,7.2,T,5,3.0,EU,True,Mid
Duel Epic,N64,Fighting,Crystal Games,2002,0.49,66,6.8,T,11,2.8,JP,False,Mid
Voyage Saga,PC,Adventure,Crystal Designs,2013,0.23,57,5.6,E10+,32,30.0,Other,True,Low
Conquest Tales,SNES,Strategy,Cyber Studios,1998,0.04,64,6.9,E10+,14,4.8,Other,False,Low
Fire Odyssey,GC,Shooter,Cyber Studios,2006,1.02,80,8.9,T,47,36.0,JP,True,High
Duel Chronicles,GC,Fighting,Neon Systems,2001,0.16,98,9.6,E10+,14,4.7,JP,True,Top
Adventure Tales,PS4,Adventure,Neon Works,2013,0.13,77,7.7,E,28,16.2,EU,True,Mid
Match Epic,WiiU,Fighting,Digital Productions,2012,0.49,74,7.8,M,16,3.3,JP,True,Mid
Rage Journey 5,XOne,Action,Future Interactive,2013,0.23,59,6.2,M,47,43.1,JP,False,Low
Dog Season 3,N64,Sports,Purple Labs,2002,1.18,86,8.8,M,17,6.1,Other,False,High
Conflict Journey,PC,Strategy,Legendary Entertainment,2019,0.73,73,8.1,T,24,10.7,EU,False,Mid
Mini Odyssey,PS4,Party,Neon Interactive,2016,0.12,87,7.8,M,40,18.0,Other,True,High
Target Chronicles,SNES,Shooter,Storm Interactive,1998,0.61,89,8.8,T,26,14.3,EU,True,High
Hawk Voyage,PS5,Adventure,Thunder Games,2020,0.19,66,6.3,T,38,26.4,NA,True,Mid
Assortment Stories 3,GC,Party,Cosmic Labs,2005,0.07,65,7.4,T,13,6.7,EU,False,Mid
Squirrel Challenge,XSX,Puzzle,Green Labs,2020,0.98,80,8.2,T,26,12.8,EU,False,High
City Quest: Revelation,Switch,Simulation,Thunder Games,2017,0.05,70,7.0,E,16,8.7,NA,False,Mid
Chronicles Epic,PS5,Adventure,Green Designs,2020,0.65,80,6.9,E10+,29,24.5,EU,True,High
Rush Journey: Awakening,PS3,Platform,Thunder Entertainment,2011,0.02,58,6.3,E10+,16,6.3,NA,True,Low
Conquest Chronicles: Redemption,PS3,Strategy,Green Systems,2006,0.28,77,6.8,E,7,0.8,Other,False,Mid
Rabbit Tournament,PC,Fighting,Crystal Designs,2020,0.52,62,6.3,T,33,10.7,EU,True,Low
Dragon Champion,N64,Sports,Green Designs,2002,0.53,79,8.1,E,13,2.7,NA,False,Mid
The Brawl: Revival,WiiU,Fighting,Cosmic Productions,2012,0.59,69,6.2,T,15,4.8,NA,True,Mid
Dragon Fury 5,Switch,Action,Cosmic Studios,2017,0.57,74,7.2,M,15,4.4,JP,False,Mid
Racing Adventure 2,NES,Racing,Purple Studios,1994,0.11,71,7.3,T,24,7.3,JP,False,Mid
Legends Saga,NES,Adventure,Lightning Systems,1994,0.61,78,7.3,E10+,12,6.0,Other,False,Mid
The Retro,PC,Indie,Silver Labs,2005,0.07,66,7.6,M,20,6.3,Other,False,Mid
Wizard Aim,PC,Shooter,Blue Designs,1988,0.48,86,9.2,E,61,49.5,JP,True,High
Portal Adventure,PS3,Role-Playing,Cosmic Studios,2006,0.3,67,7.2,E,29,15.7,JP,True,Mid
Run Legends: Return,PS3,Platform,Thunder Entertainment,2017,0.23,50,4.9,E,13,8.4,EU,True,Low
Life Odyssey,Wii,Simulation,Thunder Entertainment,2008,0.02,65,7.2,E,18,12.4,Other,False,Mid
Phoenix Scope,GC,Shooter,Purple Designs,2007,0.54,73,8.1,M,38,10.1,Other,True,Mid
Storm Chronicles,XOne,Action,Golden Entertainment,2013,0.38,90,8.9,M,38,22.8,NA,False,Top
Robot Ring 3,SNES,Fighting,Neon Systems,1998,0.48,90,8.5,E,3,0.7,Other,False,Top
School Quest,XSX,Indie,Blue Games,2020,0.43,68,7.2,E10+,32,22.4,JP,False,Mid
Bridge Saga,PS1,Role-Playing,Mystic Labs,2005,0.32,63,5.5,E,24,12.5,JP,True,Low
Gate Legends,PS4,Role-Playing,Neon Interactive,2017,0.2,79,7.7,T,57,23.2,Other,False,Mid
Owl Lap: Revenge,N64,Racing,Purple Studios,2002,0.72,63,5.7,E,14,9.0,JP,False,Low
Robot Universe,PC,Role-Playing,Stellar Systems,1994,0.41,53,4.5,M,73,62.4,JP,False,Low
Discovery Tales,XOne,Adventure,Green Systems,2013,0.17,58,6.2,M,36,27.9,EU,False,Low
Ninja City,PS1,Simulation,Purple Studios,2005,0.07,62,7.4,E,20,12.7,EU,False,Low
Hotel Saga 3,Wii,Simulation,Thunder Studios,2013,0.75,93,9.7,E,11,3.7,NA,False,Top
Prince Aim 3,PS4,Shooter,Green Labs,2017,0.49,70,7.8,M,49,21.6,EU,True,Mid
Mix Journey 2,Wii,Party,Purple Labs,2010,0.71,61,6.1,E10+,11,2.7,Other,False,Low
Lion Speed,WiiU,Racing,Silver Works,2012,0.32,84,8.1,E10+,20,14.1,JP,False,High
Hamster Assortment,PS3,Party,Blue Games,2017,0.01,58,6.7,M,8,3.0,JP,True,Low
Dog Park 5,PS3,Simulation,Thunder Games,2006,1.03,97,9.8,E,9,1.8,JP,True,Top
Strategy Chronicles 3,PS2,Strategy,Purple Works,2012,0.19,69,7.0,M,10,2.6,Other,False,Mid
Power Legends,PS5,Action,Crystal Games,2020,0.23,82,8.8,E,28,9.7,JP,False,High
Velocity Journey,PC,Racing,Purple Labs,2018,0.27,97,9.5,T,30,10.5,EU,True,Top
Path Saga 3,XSX,Role-Playing,Green Designs,2020,0.43,75,7.0,E,66,19.6,NA,True,Mid
Gate Legends,PS4,Role-Playing,Golden Entertainment,2020,0.96,63,6.9,T,68,57.5,Other,True,Low
Rage Journey,XOne,Action,Purple Labs,2020,0.52,62,6.0,E10+,56,101.9,NA,False,Low
Mix Adventure,XSX,Party,Crystal Entertainment,2020,0.12,67,6.6,E,13,13.1,Other,False,Mid
Fox Track 4,Wii,Racing,Neon Works,2007,0.13,78,7.4,M,17,10.2,Other,False,Mid
Hero City,PS3,Simulation,Silver Creations,2006,0.41,78,7.6,T,18,11.3,NA,False,Mid
Super Fire 3,X360,Shooter,Mystic Labs,2009,0.51,76,7.3,M,40,30.6,JP,False,Mid
Kingdom Quest,XSX,Role-Playing,Silver Creations,2020,0.42,77,8.1,E,64,14.8,Other,True,Mid
Game Legends: Revenge,PS4,Sports,Lightning Systems,2013,0.19,68,7.4,M,22,10.9,Other,False,Mid
Phoenix Gate,PS1,Role-Playing,Silver Creations,1994,0.08,72,6.5,M,28,5.3,Other,False,Mid
Max Finish,WiiU,Racing,Legendary Entertainment,2017,0.15,83,8.4,T,19,6.9,JP,True,High
